Rank,name,pokedex_number,abilities,typing,hp,attack,defense,special_attack,special_defense,speed,height,weight,genus,gen_introduced,female_rate,genderless,baby_pokemon,legendary,mythical,is_default,forms_switchable,base_experience,capture_rate,egg_groups,egg_cycles,base_happiness,can_evolve,evolves_from,primary_color,shape,number_pokemon_with_typing,defense_vs_normal,defense_vs_fire,defense_vs_water,defense_vs_electric,defense_vs_grass,defense_vs_ice,defense_vs_fighting,defense_vs_poison,defense_vs_ground,defense_vs_flying,defense_vs_psychic,defense_vs_bug,defense_vs_rock,defense_vs_ghost,defense_vs_dragon,defense_vs_dark,defense_vs_steel,defense_vs_fairy
(PU),Avalugg,713,Own Tempo~Ice Body~Sturdy,Ice,95,117,184,44,46,28,20,5050,Iceberg Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,180,55,Monster~Mineral,20,70,FALSE,Bergmite,Blue,Quadruped,20,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
LC,Noibat,714,Frisk~Infiltrator~Telepathy,Flying~Dragon,40,30,35,45,40,55,5,80,Sound Wave Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,49,190,Flying~Dragon,20,70,TRUE,,Purple,Wings,8,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2
RU,Noivern,715,Frisk~Infiltrator~Telepathy,Flying~Dragon,85,70,80,97,80,123,15,850,Sound Wave Pokémon,6,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,187,45,Flying~Dragon,20,70,FALSE,Noibat,Purple,Wings,8,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2
Uber,Xerneas,716,Fairy Aura,Fairy,126,131,95,131,98,99,30,2150,Life Pokémon,6,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,306,45,Undiscovered,120,0,FALSE,,Blue,Quadruped,19,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
Uber,Yveltal,717,Dark Aura,Dark~Flying,126,131,95,131,98,99,58,2030,Destruction Pokémon,6,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,306,45,Undiscovered,120,0,FALSE,,Red,Wings,6,1,1,1,2,0.5,2,1,1,0,1,0,1,2,0.5,1,0.5,1,2
Uber,Zygarde,718,Aura Break,Dragon~Ground,108,100,121,81,95,95,50,3050,Order Pokémon,6,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,270,3,Undiscovered,120,0,FALSE,,Green,Squiggle,9,1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2
NU,Diancie,719,Clear Body,Rock~Fairy,50,100,150,100,150,50,7,88,Jewel Pokémon,6,0,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,270,3,Undiscovered,25,70,FALSE,,Pink,Arms,3,0.5,0.5,2,1,2,1,1,1,2,0.5,1,0.5,1,1,0,0.5,4,1
RU,Volcanion,721,Water Absorb,Fire~Water,80,110,120,130,90,70,17,1950,Steam Pokémon,6,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,270,3,Undiscovered,120,100,FALSE,,Brown,Quadruped,1,1,0.25,1,2,1,0.25,1,1,2,1,1,0.5,2,1,1,1,0.25,0.5
LC,Rowlet,722,Overgrow~Long Reach,Grass~Flying,68,55,55,50,50,42,3,15,Grass Quill Pokémon,7,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,64,45,Flying,15,70,TRUE,,Brown,Wings,7,1,2,0.5,1,0.25,4,0.5,2,0,2,1,1,2,1,1,1,1,1
NFE,Dartrix,723,Overgrow~Long Reach,Grass~Flying,78,75,75,70,70,52,7,160,Blade Quill Pokémon,7,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,147,45,Flying,15,70,TRUE,Rowlet,Brown,Wings,7,1,2,0.5,1,0.25,4,0.5,2,0,2,1,1,2,1,1,1,1,1
NU,Decidueye,724,Overgrow~Long Reach,Grass~Ghost,78,107,75,100,100,70,16,366,Arrow Quill Pokémon,7,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,239,45,Flying,15,70,FALSE,Dartrix,Brown,Wings,12,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
LC,Litten,725,Blaze~Intimidate,Fire,45,65,40,60,40,70,4,43,Fire Cat Pokémon,7,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,64,45,Field,15,70,TRUE,,Red,Quadruped,34,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
NFE,Torracat,726,Blaze~Intimidate,Fire,65,85,50,80,50,90,7,250,Fire Cat Pokémon,7,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,147,45,Field,15,70,TRUE,Litten,Red,Quadruped,34,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
RU,Incineroar,727,Blaze~Intimidate,Fire~Dark,95,115,90,80,90,60,18,830,Heel Pokémon,7,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,239,45,Field,15,70,FALSE,Torracat,Red,Upright,4,1,0.5,2,1,0.5,0.5,2,1,2,1,0,1,2,0.5,1,0.5,0.5,1
LC,Popplio,728,Torrent~Liquid Voice,Water,50,54,54,66,56,40,4,75,Sea Lion Pokémon,7,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,64,45,Water 1~Field,15,70,TRUE,,Blue,Fish,72,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
NFE,Brionne,729,Torrent~Liquid Voice,Water,60,69,69,91,81,50,6,175,Pop Star Pokémon,7,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,147,45,Water 1~Field,15,70,TRUE,Popplio,Blue,Fish,72,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
UU,Primarina,730,Torrent~Liquid Voice,Water~Fairy,80,74,74,126,116,60,18,440,Soloist Pokémon,7,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,239,45,Water 1~Field,15,70,FALSE,Brionne,Blue,Fish,4,1,0.5,0.5,2,2,0.5,0.5,2,1,1,1,0.5,1,1,0,0.5,1,1
LC,Grubbin,736,Swarm,Bug,47,62,45,55,45,46,4,44,Larva Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,60,255,Bug,15,70,TRUE,,Gray,Armor,19,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
NFE,Charjabug,737,Battery,Bug~Electric,57,82,95,55,75,36,5,105,Battery Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,140,120,Bug,15,70,TRUE,Grubbin,Green,Squiggle,4,1,2,1,0.5,0.5,1,0.5,1,1,1,1,1,2,1,1,1,0.5,1
(PU),Vikavolt,738,Levitate,Bug~Electric,77,70,90,145,75,43,15,450,Stag Beetle Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,225,45,Bug,15,70,FALSE,Charjabug,Blue,Armor,4,1,2,1,0.5,0.5,1,0.5,1,1,1,1,1,2,1,1,1,0.5,1
NFE,Cutiefly,742,Honey Gather~Shield Dust~Sweet Veil,Bug~Fairy,40,45,40,55,40,84,1,2,Bee Fly Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,61,190,Bug~Fairy,20,70,TRUE,,Yellow,Armor,2,1,2,1,1,0.5,1,0.25,2,0.5,2,1,0.5,2,1,0,0.5,2,1
PU,Ribombee,743,Honey Gather~Shield Dust~Sweet Veil,Bug~Fairy,60,55,60,95,70,124,2,5,Bee Fly Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,162,75,Bug~Fairy,20,70,FALSE,Cutiefly,Yellow,Bug-Wings,2,1,2,1,1,0.5,1,0.25,2,0.5,2,1,0.5,2,1,0,0.5,2,1
LC,Rockruff,744,Keen Eye~Vital Spirit~Steadfast,Rock,45,65,40,30,40,60,5,92,Puppy Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,56,190,Field,15,70,TRUE,,Brown,Quadruped,16,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
LC,Mareanie,747,Merciless~Limber~Regenerator,Poison~Water,50,53,62,43,52,45,4,80,Brutal Star Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,61,190,Water 1,20,70,TRUE,,Blue,Blob,6,1,0.5,0.5,2,1,0.5,0.5,0.5,2,1,2,0.5,1,1,1,1,0.5,0.5
OU,Toxapex,748,Merciless~Limber~Regenerator,Poison~Water,50,63,152,53,142,35,7,145,Brutal Star Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,173,75,Water 1,20,70,FALSE,Mareanie,Blue,Tentacles,6,1,0.5,0.5,2,1,0.5,0.5,0.5,2,1,2,0.5,1,1,1,1,0.5,0.5
LC,Mudbray,749,Own Tempo~Stamina~Inner Focus,Ground,70,100,70,45,55,45,10,1100,Donkey Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,77,190,Field,20,70,TRUE,,Brown,Quadruped,17,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
NU,Mudsdale,750,Own Tempo~Stamina~Inner Focus,Ground,100,125,100,55,85,35,25,9200,Draft Horse Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,175,60,Field,20,70,FALSE,Mudbray,Brown,Quadruped,17,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
LC,Dewpider,751,Water Bubble~Water Absorb,Water~Bug,38,40,52,40,72,27,3,40,Water Bubble Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,54,200,Water 1~Bug,15,70,TRUE,,Green,Legs,5,1,1,0.5,2,1,0.5,0.5,1,0.5,2,1,1,2,1,1,1,0.5,1
NU,Araquanid,752,Water Bubble~Water Absorb,Water~Bug,68,70,92,50,132,42,18,820,Water Bubble Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,159,100,Water 1~Bug,15,70,FALSE,Dewpider,Green,Armor,5,1,1,0.5,2,1,0.5,0.5,1,0.5,2,1,1,2,1,1,1,0.5,1
LC,Fomantis,753,Leaf Guard~Contrary,Grass,40,55,35,50,35,35,3,15,Sickle Grass Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,50,190,Grass,20,70,TRUE,,Pink,Upright,43,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
(PU),Lurantis,754,Leaf Guard~Contrary,Grass,70,105,90,80,90,45,9,185,Bloom Sickle Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,168,75,Grass,20,70,FALSE,Fomantis,Pink,Humanoid,43,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
LC,Morelull,755,Illuminate~Effect Spore~Rain Dish,Grass~Fairy,40,35,55,65,75,15,2,15,Illuminating Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,57,190,Grass,20,70,TRUE,,Purple,Blob,5,1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1
(PU),Shiinotic,756,Illuminate~Effect Spore~Rain Dish,Grass~Fairy,60,45,80,90,100,30,10,115,Illuminating Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,142,75,Grass,20,70,FALSE,Morelull,Purple,Humanoid,5,1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1
LC,Salandit,757,Corrosion~Oblivious,Poison~Fire,48,44,40,71,40,77,6,48,Toxic Lizard Pokémon,7,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,64,120,Monster~Dragon,20,70,TRUE,,Black,Quadruped,2,1,0.5,2,1,0.25,0.5,0.5,0.5,4,1,2,0.25,2,1,1,1,0.5,0.25
NU,Salazzle,758,Corrosion~Oblivious,Poison~Fire,68,64,60,111,60,117,12,222,Toxic Lizard Pokémon,7,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,168,45,Monster~Dragon,20,70,FALSE,Salandit,Black,Quadruped,2,1,0.5,2,1,0.25,0.5,0.5,0.5,4,1,2,0.25,2,1,1,1,0.5,0.25
LC,Stufful,759,Fluffy~Klutz~Cute Charm,Normal~Fighting,70,75,50,45,50,50,5,68,Flailing Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,68,140,Field,15,70,TRUE,,Pink,Quadruped,4,1,1,1,1,1,1,2,1,1,2,2,0.5,0.5,0,1,0.5,1,2
NUBL,Bewear,760,Fluffy~Klutz~Unnerve,Normal~Fighting,120,125,80,55,60,60,21,1350,Strong Arm Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,175,70,Field,15,70,FALSE,Stufful,Pink,Upright,4,1,1,1,1,1,1,2,1,1,2,2,0.5,0.5,0,1,0.5,1,2
LC,Bounsweet,761,Leaf Guard~Oblivious~Sweet Veil,Grass,42,30,38,30,38,32,3,32,Fruit Pokémon,7,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,42,235,Grass,20,70,TRUE,,Purple,Legs,43,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
NFE,Steenee,762,Leaf Guard~Oblivious~Sweet Veil,Grass,52,40,48,40,48,62,7,82,Fruit Pokémon,7,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,102,120,Grass,20,70,TRUE,Bounsweet,Purple,Humanoid,43,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
PU,Tsareena,763,Leaf Guard~Queenly Majesty~Sweet Veil,Grass,72,120,98,50,98,72,12,214,Fruit Pokémon,7,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,230,45,Grass,20,70,FALSE,Steenee,Purple,Humanoid,43,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
NU,Comfey,764,Flower Veil~Triage~Natural Cure,Fairy,51,52,90,82,110,100,1,3,Posy Picker Pokémon,7,0.75,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,170,60,Grass,20,70,FALSE,,Green,Ball,19,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
(PU),Oranguru,765,Inner Focus~Telepathy~Symbiosis,Normal~Psychic,90,60,80,90,110,60,15,760,Sage Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,172,45,Field,20,70,FALSE,,White,Humanoid,5,1,1,1,1,1,1,1,1,1,1,0.5,2,1,0,1,2,1,1
NU,Passimian,766,Receiver~Defiant,Fighting,100,120,90,40,60,80,20,828,Teamwork Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,172,45,Field,20,70,FALSE,,White,Upright,29,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
LC,Wimpod,767,Wimp Out,Bug~Water,25,35,40,20,30,80,5,120,Turn Tail Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,46,90,Bug~Water 3,20,70,TRUE,,Gray,Tentacles,5,1,1,0.5,2,1,0.5,0.5,1,0.5,2,1,1,2,1,1,1,0.5,1
RU,Golisopod,768,Emergency Exit,Bug~Water,75,125,140,60,90,40,20,1080,Hard Scale Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,186,45,Bug~Water 3,20,70,FALSE,Wimpod,Gray,Humanoid,5,1,1,0.5,2,1,0.5,0.5,1,0.5,2,1,1,2,1,1,1,0.5,1
LC,Sandygast,769,Water Compaction~Sand Veil,Ghost~Ground,55,55,80,70,45,15,5,700,Sand Heap Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,64,140,Amorphous,15,70,TRUE,,Brown,Squiggle,6,0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1
PU,Palossand,770,Water Compaction~Sand Veil,Ghost~Ground,85,75,110,100,75,35,13,2500,Sand Castle Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,168,60,Amorphous,15,70,FALSE,Sandygast,Brown,Squiggle,6,0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1
(PU),Pyukumuku,771,Innards Out~Unaware,Water,55,60,130,30,130,5,3,12,Sea Cucumber Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,144,60,Water 1,15,70,FALSE,,Black,Squiggle,72,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
(PU),Silvally,773,Rks System,Normal,95,95,95,95,95,95,23,1005,Synthetic Pokémon,7,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,257,3,Undiscovered,120,0,FALSE,Type Null,Gray,Quadruped,71,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
(PU),Turtonator,776,Shell Armor,Fire~Dragon,60,78,135,91,85,36,20,2120,Blast Turtle Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,170,70,Monster~Dragon,20,70,FALSE,,Red,Upright,3,1,0.25,1,0.5,0.25,1,1,1,2,1,1,0.5,2,1,2,1,0.5,1
PU,Togedemaru,777,Iron Barbs~Lightning Rod~Sturdy,Electric~Steel,65,98,63,40,73,96,3,33,Roly-Poly Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,152,180,Field~Fairy,10,70,FALSE,,Gray,Upright,4,0.5,2,1,0.5,0.5,0.5,2,0,4,0.25,0.5,0.5,0.5,1,0.5,1,0.25,0.5
PU,Drampa,780,Berserk~Sap Sipper~Cloud Nine,Normal~Dragon,78,60,85,135,91,36,30,1850,Placid Pokémon,7,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,170,70,Monster~Dragon,20,70,FALSE,,White,Squiggle,1,1,0.5,0.5,0.5,0.5,2,2,1,1,1,1,1,1,0,2,1,1,2
NU,Dhelmise,781,Steelworker,Ghost~Grass,70,131,100,86,90,40,39,2100,Sea Creeper Pokémon,7,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,181,25,Mineral,25,70,FALSE,,Green,Blob,12,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1
OU,Tapu Koko,785,Electric Surge~Telepathy,Electric~Fairy,70,115,85,95,75,130,18,205,Land Spirit Pokémon,7,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,257,3,Undiscovered,15,70,FALSE,,Yellow,Arms,2,1,1,1,0.5,1,1,0.5,2,2,0.5,1,0.5,1,1,0,0.5,1,1
OU,Tapu Lele,786,Psychic Surge~Telepathy,Psychic~Fairy,70,85,75,130,115,95,12,186,Land Spirit Pokémon,7,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,257,3,Undiscovered,15,70,FALSE,,Pink,Arms,9,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1
UU,Tapu Bulu,787,Grassy Surge~Telepathy,Grass~Fairy,70,130,115,85,95,75,19,455,Land Spirit Pokémon,7,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,257,3,Undiscovered,15,70,FALSE,,Red,Arms,5,1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1
OU,Tapu Fini,788,Misty Surge~Telepathy,Water~Fairy,70,75,115,95,130,85,13,212,Land Spirit Pokémon,7,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,257,3,Undiscovered,15,70,FALSE,,Purple,Arms,4,1,0.5,0.5,2,2,0.5,0.5,2,1,1,1,0.5,1,1,0,0.5,1,1
LC,Cosmog,789,Unaware,Psychic,43,29,31,29,31,37,2,1,Nebula Pokémon,7,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,40,45,Undiscovered,120,0,TRUE,,Blue,Ball,45,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
NFE,Cosmoem,790,Sturdy,Psychic,43,29,131,29,131,37,1,9999,Protostar Pokémon,7,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,140,45,Undiscovered,120,0,TRUE,Cosmog,Blue,Ball,45,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
Uber,Solgaleo,791,Full Metal Body,Psychic~Steel,137,137,107,113,89,97,34,2300,Sunne Pokémon,7,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,306,45,Undiscovered,120,0,FALSE,Cosmoem,White,Quadruped,9,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5
Uber,Lunala,792,Shadow Shield,Psychic~Ghost,137,113,89,137,107,97,40,1200,Moone Pokémon,7,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,306,45,Undiscovered,120,0,FALSE,Cosmoem,Purple,Wings,4,0,1,1,1,1,1,0,0.5,1,1,0.5,1,1,4,1,4,1,1
UU,Nihilego,793,Beast Boost,Rock~Poison,109,53,47,127,131,103,12,555,Parasite Pokémon,7,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,257,45,Undiscovered,120,0,FALSE,,White,Tentacles,1,0.5,0.5,2,1,1,1,1,0.25,4,0.5,2,0.5,1,1,1,1,2,0.5
OU,Buzzwole,794,Beast Boost,Bug~Fighting,107,139,139,53,53,79,24,3336,Swollen Pokémon,7,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,257,45,Undiscovered,120,0,FALSE,,Red,Tentacles,4,1,2,1,1,0.5,1,0.5,1,0.5,4,2,0.5,1,1,1,0.5,1,2
Uber,Pheromosa,795,Beast Boost,Bug~Fighting,71,137,37,137,37,151,18,250,Lissome Pokémon,7,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,257,45,Undiscovered,120,0,FALSE,,White,Humanoid,4,1,2,1,1,0.5,1,0.5,1,0.5,4,2,0.5,1,1,1,0.5,1,2
RU,Xurkitree,796,Beast Boost,Electric,83,89,71,173,71,83,38,1000,Glowing Pokémon,7,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,257,45,Undiscovered,120,0,FALSE,,Black,Upright,34,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
UU,Celesteela,797,Beast Boost,Steel~Flying,97,101,103,107,101,61,92,9999,Launch Pokémon,7,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,257,45,Undiscovered,120,0,FALSE,,Green,Humanoid,3,0.5,2,1,2,0.25,1,1,0,0,0.5,0.5,0.25,1,1,0.5,1,0.5,0.5
OU,Kartana,798,Beast Boost,Grass~Steel,59,181,131,59,31,109,3,1,Drawn Sword Pokémon,7,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,257,45,Undiscovered,120,0,FALSE,,White,Humanoid,3,0.5,4,0.5,0.5,0.25,1,2,0,1,1,0.5,1,0.5,1,0.5,1,0.5,0.5
NU,Guzzlord,799,Beast Boost,Dark~Dragon,223,101,53,97,53,43,55,8880,Junkivore Pokémon,7,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,257,45,Undiscovered,120,0,FALSE,,Black,Upright,4,1,0.5,0.5,0.5,0.5,2,2,1,1,1,0,2,1,0.5,2,0.5,1,4
RU,Necrozma,800,Prism Armor,Psychic,97,107,101,127,89,79,24,2300,Prism Pokémon,7,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,270,255,Undiscovered,120,0,FALSE,,Black,Arms,45,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
Uber,Magearna,801,Soul Heart,Steel~Fairy,80,95,115,130,115,65,10,805,Artificial Pokémon,7,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,270,3,Undiscovered,120,0,FALSE,,Gray,Humanoid,5,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.5,0.25,0.5,1,0,0.5,1,0.5
Uber,Marshadow,802,Technician,Fighting~Ghost,90,125,80,90,90,125,7,222,Gloomdweller Pokémon,7,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,270,3,Undiscovered,120,0,FALSE,,Gray,Humanoid,1,0,1,1,1,1,1,0,0.5,1,2,2,0.25,0.5,2,1,1,1,2
NFE,Poipole,803,Beast Boost,Poison,67,73,67,73,67,73,6,18,Poison Pin Pokémon,7,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,189,45,Undiscovered,120,0,TRUE,,Purple,Upright,16,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
Uber,Naganadel,804,Beast Boost,Poison~Dragon,73,73,73,127,73,121,36,1500,Poison Pin Pokémon,7,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,243,45,Undiscovered,120,0,FALSE,Poipole,Purple,Wings,4,1,0.5,0.5,0.5,0.25,2,0.5,0.5,2,1,2,0.5,1,1,2,1,1,1
RU,Stakataka,805,Beast Boost,Rock~Steel,61,131,211,53,101,13,55,8200,Rampart Pokémon,7,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,257,30,Undiscovered,120,0,FALSE,,Gray,Quadruped,7,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5
OU,Blacephalon,806,Beast Boost,Fire~Ghost,53,127,53,151,79,107,18,130,Fireworks Pokémon,7,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,257,30,Undiscovered,120,0,FALSE,,White,Humanoid,5,0,0.5,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5
OU,Zeraora,807,Volt Absorb,Electric,88,112,75,102,80,143,15,445,Thunderclap Pokémon,7,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,270,3,Undiscovered,120,0,FALSE,,Yellow,Humanoid,34,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
(PU),Meltan,808,Magnet Pull,Steel,46,65,65,55,35,34,2,80,Hex Nut Pokémon,7,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,135,3,Undiscovered,120,0,TRUE,,Gray,Ball,11,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
OU,Melmetal,809,Iron Fist,Steel,135,143,143,80,65,34,25,8000,Hex Nut Pokémon,7,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,270,3,Undiscovered,120,0,FALSE,Meltan,Gray,Humanoid,11,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
LC,Grookey,810,Overgrow~Grassy Surge,Grass,50,65,50,40,40,65,3,50,Chimp Pokémon,8,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,62,45,Field~Grass,20,50,TRUE,,Green,Upright,43,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
NFE,Thwackey,811,Overgrow~Grassy Surge,Grass,70,85,70,55,60,80,7,140,Beat Pokémon,8,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,147,45,Field~Grass,20,50,TRUE,Grookey,Green,Upright,43,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
